SERVICEREQUESTID,SERVICEPRIORITY,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODE,SERVICETYPECODEDESCRIPTION,SERVICEORDERDATE,SERVICEORDERSTATUS,SERVICECALLCOUNT,AGENCYABBREVIATION,INSPECTIONFLAG,INSPECTIONDATE,RESOLUTION,RESOLUTIONDATE,SERVICEDUEDATE,SERVICENOTES,PARENTSERVICEREQUESTID,ADDDATE,LASTMODIFIEDDATE,SITEADDRESS,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,SERVICESOURCECODE
14-00028740,UNKNOWN,DMV19,DMV - Vehicle Registration Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:28:04 PM,CLOSED,1,DMV,N,2/8/2014 2:58:00 PM,Mailed - Close SR,2/8/2014 2:59:18 PM,2/19/2014 2:28:04 AM,issue a replacement registration,,2/6/2014 4:28:04 PM,3/3/2014 12:21:10 PM,1036 EVARTS STREET NE,38.92460454863980,-76.99112703268860,20018,74997,48542,48542,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,PHONE
14-00028741,UNKNOWN,S0451,Trash Cart - Delivery,SWMCOLTR,Trash Collection,2/6/2014 4:30:39 PM,CLOSED,1,DPW,N,2/18/2014 1:41:00 PM,Complete,2/18/2014 1:42:40 PM,3/7/2014 4:30:39 PM,Closed after 10 days with no payment received,,2/6/2014 4:30:39 PM,2/18/2014 2:06:41 PM,1623 16TH STREET NW,38.91200748351590,-77.03604734961330,20009,242289,85213,85213,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00028742,UNKNOWN,S0316,Recycling Cart Delivery,SWMCOLCO,swm- collections-recycling containers,2/6/2014 4:31:18 PM,CLOSED,1,swm- collections-recycling containers,N,2/18/2014 1:40:00 PM,Complete,2/18/2014 1:42:40 PM,3/7/2014 4:31:18 PM,Closed after 10 days with no payment received,,2/6/2014 4:31:18 PM,2/18/2014 2:06:41 PM,1623 16TH STREET NW,38.91200748351590,-77.03604734961330,20009,242289,85213,85213,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00028743,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:33:27 PM,CLOSED,1,DDOT,N,2/8/2014 6:35:40 AM,UNKNOWN,2/8/2014 6:35:45 AM,2/11/2014 4:33:27 PM,"POTHOLE STREET REPAIR ( WO # 405470 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 4:33:27 PM,2/8/2014 11:35:05 PM,4344 D STREET SE,38.88506509925620,-76.94257383588630,20019,22991,13314,13314,7,7A,7A02,SIXTH,603,33,NONE,NONE,NONE,PHONE
14-00028744,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/6/2014 4:33:33 PM,CLOSED,1,DPW,Y,2/10/2014 1:24:00 PM,Nothing Found - Close SR,2/10/2014 1:25:54 PM,2/27/2014 4:33:33 PM,PER AVI C.ESCOBAR THERE WERE NO VIOLATIONS FOUND ON THE VEHICLE IN QUESTION. CURRENT TAGS & REGISTR. ON 2/7/14,,2/6/2014 4:33:33 PM,8/28/2014 5:28:05 PM,184 DARRINGTON STREET SW,38.82681522376230,-77.01225238959080,20032,54837,27248,27248,8,8D,8D06,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00028745,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:33:46 PM,CLOSED,1,DDOT,N,2/9/2014 7:38:28 PM,UNKNOWN,2/9/2014 7:33:47 PM,2/13/2014 4:33:46 PM,Comments update:  14-00028745-Broken Parking Meter  Meter Found Working,,2/6/2014 4:33:46 PM,2/9/2014 10:08:24 PM,400 - 479 BLOCK 1ST STREET SE,38.884273538379,-77.00589029965990,,0,471145,405547,6,6B,6B01,FIRST,106,26,NONE,NONE,NONE,OPEN311
14-00028746,UNKNOWN,TRUREPOR,TRU Report,TRU311,TRU - 311,2/6/2014 4:33:52 PM,CLOSED,1,Call Center,N,,Complete - Close SR,2/6/2014 5:11:39 PM,,,,2/6/2014 4:33:52 PM,12/4/2014 9:20:16 AM,4925 EAST CAPITOL STREET SE,38.88931178401550,-76.930698500865,20019,288338,127192,127192,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028747,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/6/2014 4:35:24 PM,OVERDUE CLOSED,1,DPW,N,2/12/2014 10:33:00 AM,Sweep Inspector Needed/ Close SR,2/12/2014 10:35:36 AM,2/10/2014 4:35:24 PM,,,2/6/2014 4:35:24 PM,2/12/2014 11:06:20 AM,1623 16TH STREET NW,38.91200748351590,-77.03604734961330,20009,242289,85213,85213,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,PHONE
14-00028748,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:36:13 PM,CLOSED,1,DDOT,N,2/6/2014 5:23:06 PM,UNKNOWN,2/6/2014 5:19:03 PM,2/13/2014 4:36:13 PM,Comments update:  14-00028748-Address Not Found,,2/6/2014 4:36:13 PM,8/28/2014 5:28:05 PM,5140 MACARTHUR BOULEVARD NW,38.92591053864670,-77.10292606717340,20016,285116,123670,123670,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,PHONE
14-00028749,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:37:03 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 1:41:26 PM,3/3/2014 4:37:03 PM,,,2/6/2014 4:37:03 PM,9/9/2014 2:45:51 PM,306 KENTUCKY AVENUE SE,38.88510288366170,-76.98602844232340,20003,40992,28999,28999,6,6B,6B06,FIRST,108,26,NONE,NONE,NONE,PHONE
14-00028750,UNKNOWN,S0406,Street Repair,SISYINOD,SIOD ,2/6/2014 4:38:07 PM,OVERDUE CLOSED,1,DDOT,N,6/23/2014 3:52:50 PM,UNKNOWN,6/23/2014 3:52:51 PM,5/19/2014 4:38:07 PM,"STREET GENERAL REPAIR ( WO # 415932 )Projected Start:  MAY 02, 2014    Finish: JUN 16, 2014   Actual Start:  N/A    Finish: JUN 16, 2014",,2/6/2014 4:38:07 PM,6/23/2014 4:19:52 PM,1200 - 1299 BLOCK MONROE STREET NE,38.93259389874690,-76.98983968034940,,0,465798,400862,5,5A,5A07,FIFTH,504,22,NONE,NONE,NONE,WEB
14-00028751,UNKNOWN,S0423,Supercan - Repair,SWMCOLSU,Supercans,2/6/2014 4:38:55 PM,CLOSED,1,DPW,N,2/12/2014 5:58:00 AM,Complete,2/12/2014 6:02:25 AM,3/7/2014 4:38:55 PM,no access 2 times,,2/6/2014 4:38:55 PM,2/12/2014 6:37:40 AM,800 KENNEDY STREET NE,38.95744886976290,-76.99407007907630,20011,79572,51768,51768,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,PHONE
14-00028752,UNKNOWN,HMDCP,How's My Driving - Complaint,HOMYDRPR,How's My Driving Program,2/6/2014 4:39:35 PM,OVERDUE OPEN,1,ORM,N,,UNKNOWN,,2/18/2014 4:39:35 PM,,,2/6/2014 4:39:35 PM,2/19/2014 12:39:17 AM,4801 MASSACHUSETTS AVENUE NW,38.94504318286650,-77.09494933389770,20016,269573,112146,112146,3,3E,3E01,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00028753,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:40:16 PM,CLOSED,1,DPW,N,,UNKNOWN,2/20/2014 12:17:33 PM,3/3/2014 4:40:16 PM,,,2/6/2014 4:40:16 PM,9/9/2014 2:45:51 PM,1507 OLIVE STREET NE,38.90924931647030,-76.93484757352380,20019,62411,38087,38087,7,7D,7D03,SIXTH,602,31,NONE,NONE,NONE,WEB
14-00028754,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:40:57 PM,CLOSED,1,DDOT,N,2/11/2014 2:22:13 PM,UNKNOWN,2/11/2014 2:18:09 PM,2/13/2014 4:40:57 PM,Comments update:  14-00028754-Broken Parking Meter  Meter Found Working,,2/6/2014 4:40:57 PM,2/12/2014 7:07:08 AM,2400 - 2499 BLOCK PENNSYLVANIA AVENUE NW,38.90330675256820,-77.05235979288220,,0,476350,409774,2,2A,2A03,SECOND,207,5,NONE,NONE,NONE,OPEN311
14-00028755,UNKNOWN,S0336,Out of State Parking Violation (ROSA),PARKENFO,Parking Enforcement,2/6/2014 4:42:57 PM,CLOSED,1,DPW,N,,UNKNOWN,2/7/2014 12:35:53 AM,3/25/2014 4:42:57 PM,,,2/6/2014 4:42:57 PM,5/29/2014 11:14:33 AM,2341 Q STREET SE,38.87052586262570,-76.97162666059360,20020,48161,32811,32811,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00028756,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:43:15 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:15 PM,2/13/2014 4:43:15 PM,Comments update:  14-00028756-  Meter Found Working,,2/6/2014 4:43:15 PM,10/30/2014 12:31:17 PM,15TH STREET NW & K STREET NW,38.90251829672020,-77.03457826705960,,0,226029,226029,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,PHONE
14-00028757,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:43:27 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:16 PM,2/13/2014 4:43:27 PM,Comments update:  14-00028757-Broken Parking Meter  Meter Found Working,,2/6/2014 4:43:27 PM,2/12/2014 10:07:20 AM,500 - 721 BLOCK 2ND STREET NW,38.89770584136030,-77.01365332198620,,0,476998,410352,6,6C,6C01,FIRST,103,8,NONE,NONE,NONE,OPEN311
14-00028758,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:43:35 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:21 PM,2/13/2014 4:43:35 PM,Comments update:  14-00028758-Broken Parking Meter  Meter Found Working,,2/6/2014 4:43:35 PM,2/12/2014 10:07:20 AM,400 - 499 BLOCK F STREET NW,38.89732962567710,-77.017555192507,,0,454929,390957,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028759,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/6/2014 4:44:23 PM,CLOSED,1,DPW,Y,2/10/2014 1:26:00 PM,Nothing Found - Close SR,2/10/2014 1:27:05 PM,2/27/2014 4:44:23 PM,PER AVI C.ESCOBAR THERE WAS NOTHING FOUND ON THE VEHICLE IN QUESTION ON 2/7/14...MP,,2/6/2014 4:44:23 PM,5/29/2014 11:14:33 AM,2332 Q STREET SE,38.87092920569830,-76.97215370022980,20020,48266,32343,32343,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,PHONE
14-00028760,UNKNOWN,ITISSUES,DMV - Online Processing Problems,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:44:37 PM,CLOSED,1,DMV,N,2/8/2014 3:57:00 PM,Mailed - Close SR,2/8/2014 3:58:08 PM,2/19/2014 4:44:37 AM,fax a copy of the receipt,,2/6/2014 4:44:37 PM,3/3/2014 12:21:10 PM,4000 - 4039 BLOCK MINNESOTA AVENUE NE,38.89561467103780,-76.94876108632930,,0,455803,391831,7,7D,7D06,SIXTH,602,30,NONE,NONE,NONE,PHONE
14-00028761,UNKNOWN,S05SL,Streetlight Repair Investigation,TRAOP001,TOA,2/6/2014 4:44:49 PM,OVERDUE CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:13 PM,2/10/2014 4:44:49 PM,Comments update:  14-00028761-Repairs Completed,,2/6/2014 4:44:49 PM,2/11/2014 5:06:36 AM,1071 WISCONSIN AVENUE NW,38.90464349747940,-77.06257057776490,20007,278806,121191,121191,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,WEB
14-00028762,UNKNOWN,TRUREPOR,TRU Report,TRU311,TRU - 311,2/6/2014 4:48:45 PM,CLOSED,1,Call Center,N,,Complete - Close SR,2/6/2014 6:09:47 PM,,,,2/6/2014 4:48:45 PM,2/6/2014 6:38:47 PM,4600 CONNECTICUT AVENUE NW,38.950232716680,-77.067537756406,20008,223265,66317,66317,3,3F,3F04,SECOND,203,12,NONE,NONE,NONE,PHONE
14-00028763,UNKNOWN,S0423,Supercan - Repair,SWMCOLSU,Supercans,2/6/2014 4:49:03 PM,CLOSED,1,DPW,N,2/10/2014 9:35:00 AM,Complete,2/10/2014 9:38:25 AM,3/7/2014 4:49:03 PM,no access,,2/6/2014 4:49:03 PM,2/10/2014 10:06:52 AM,3805 12TH STREET NE,38.93663312074420,-76.99060073345220,20017,30520,17239,17239,5,5A,5A06,FIFTH,504,20,NONE,NONE,NONE,PHONE
14-00028764,UNKNOWN,S0003,Abandoned Vehicle - On Private Property,PRSVAVOP,Abandoned Vehicle Operations - Private,2/6/2014 4:49:36 PM,CLOSED,1,DPW,Y,2/14/2014 1:27:00 PM,Nothing Found - Close SR,2/14/2014 1:27:48 PM,4/28/2014 4:49:36 PM,PER AVI C.ESCOBAR THERE WAS NOTHING FOUND ON THE VEHICLE IN QUESTION ON 2/12/14....MP,,2/6/2014 4:49:36 PM,10/30/2014 12:31:17 PM,890 SOUTHERN AVENUE SE,38.82865440832070,-76.99210439830940,20032,298230,133942,133942,8,8D,8D01,SEVENTH,706,39,NONE,NONE,NONE,PHONE
14-00028765,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:50:41 PM,CLOSED,1,DPW,N,,UNKNOWN,2/25/2014 9:58:11 AM,3/3/2014 4:50:41 PM,,,2/6/2014 4:50:41 PM,1/3/2015 12:01:17 PM,4715 BASS PLACE SE,38.886666206204,-76.93444945452710,20019,17850,10024,10024,7,7E,7E04,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028766,UNKNOWN,INSECTS,Insects,DEPAHEAL,DOH,2/6/2014 4:51:48 PM,CLOSED,1,DOH,Y,2/7/2014 7:53:00 AM,Abated - Close SR,2/7/2014 7:54:48 AM,2/28/2014 4:51:48 PM,Due to the time of year and the cold tempertures the hive is not active.,,2/6/2014 4:51:48 PM,12/4/2014 9:20:16 AM,5537 B STREET SE,38.88521990990650,-76.92065208544850,20019,7733,5292,5292,7,7E,7E06,SIXTH,604,33,NONE,NONE,NONE,PHONE
14-00028767,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:52:03 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:50 PM,UNKNOWN,2/11/2014 11:18:18 PM,2/13/2014 4:52:03 PM,Comments update:  14-00028767-Broken Parking Meter  Meter Found Working,,2/6/2014 4:52:03 PM,2/12/2014 10:36:13 AM,1400 - 1499 BLOCK P STREET NW,38.90965198608070,-77.03325427679380,,0,454898,390926,2,2F,2F01,SECOND,208,7,NONE,NONE,NONE,OPEN311
14-00028768,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:52:30 PM,CLOSED,1,DDOT,N,2/11/2014 12:52:03 PM,UNKNOWN,2/11/2014 12:48:16 PM,2/13/2014 4:52:30 PM,Comments update:  14-00028768-Broken Parking Meter  Meter Found Working,,2/6/2014 4:52:30 PM,2/12/2014 12:38:01 AM,600 - 699 BLOCK D STREET NW,38.8947931573,-77.020906219156,,0,455677,391705,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028769,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 4:53:02 PM,CLOSED,1,DPW,N,,UNKNOWN,2/14/2014 1:08:17 PM,3/3/2014 4:53:02 PM,,,2/6/2014 4:53:02 PM,9/9/2014 2:45:51 PM,4020 1ST PLACE SW,38.83009335631680,-77.009918475108,20032,27773,16660,16660,8,8D,8D07,SEVENTH,708,39,NONE,NONE,NONE,PHONE
14-00028770,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:53:57 PM,CLOSED,1,DDOT,N,2/11/2014 11:21:52 AM,UNKNOWN,2/11/2014 11:18:11 AM,2/13/2014 4:53:57 PM,Comments update:  14-00028770-Broken Parking Meter  Meter Found Working,,2/6/2014 4:53:57 PM,2/11/2014 5:39:55 PM,200 - 299 BLOCK I STREET NE,38.90132458987850,-77.00280203405860,,0,455349,391377,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,OPEN311
14-00028771,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 4:54:38 PM,CLOSED,1,DDOT,N,2/7/2014 10:48:05 AM,UNKNOWN,2/7/2014 10:45:06 AM,2/11/2014 4:54:38 PM,"Comments update:  14-00028771-the last two block of River Rd going into Maryland are ridden with pot holes everywhere. By MARSHALL, CELICIA: 2/7/2014 10:45:04 AM MARYLAND DDOT RESPONSIBITY TO MAKE SAFE ",,2/6/2014 4:54:38 PM,10/30/2014 12:31:17 PM,GARRISON STREET NW & RIVER ROAD NW,38.95594966987470,-77.09050390830090,,0,281672,281859,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,PHONE
14-00028772,UNKNOWN,S0441,Trash Collection - Missed,SWMCOLTR,Trash Collection,2/6/2014 4:54:40 PM,OVERDUE CLOSED,1,DPW,N,2/7/2014 1:58:00 PM,Collected - Close SR,2/26/2014 1:58:28 PM,2/10/2014 4:54:40 PM,CLD BY AH   02/26/14    COLLECTED BY DS,,2/6/2014 4:54:40 PM,12/4/2014 9:20:16 AM,1202 D STREET SE,38.88425784387760,-76.98987690689290,20003,72123,45918,45918,6,6B,6B06,FIRST,107,26,NONE,NONE,NONE,PHONE
14-00028773,UNKNOWN,DMVADJSU,DMV - Adjudication Supervisor,ADJUSERV,Adjudication Services,2/6/2014 4:54:59 PM,CLOSED,1,DMV,N,2/10/2014 8:32:00 AM,UNKNOWN,2/10/2014 8:36:10 AM,2/11/2014 4:54:59 PM,"We were not provided with any infromation but the  customer's name. A name search was attempted, however she has a common name and it could not be completed. Please have customer to provide us with more detailed infromation such as Driver's License number, Plate  and ticket number""s.",,2/6/2014 4:54:59 PM,7/29/2014 9:14:49 AM,2620 11TH STREET NW,38.92434317352030,-77.02723369780570,20001,231919,75248,75248,1,1B,1B09,THIRD,304,2,NONE,NONE,NONE,PHONE
14-00028774,UNKNOWN,DMV19,DMV - Vehicle Registration Issues,DRIVEHSE,Driver Vehicle Services,2/6/2014 4:55:04 PM,CLOSED,1,DMV,N,2/8/2014 2:59:00 PM,Mailed - Close SR,2/8/2014 2:59:56 PM,2/19/2014 2:55:04 AM,issue a replacement registration,,2/6/2014 4:55:04 PM,2/8/2014 3:35:05 PM,2000 - 2099 BLOCK MASSACHUSETTS AVENUE NW,38.91044561133050,-77.04575910632580,,0,455847,391875,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,PHONE
14-00028775,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 4:55:48 PM,CLOSED,1,DDOT,N,2/10/2014 12:07:18 PM,UNKNOWN,2/10/2014 12:03:07 PM,2/13/2014 4:55:48 PM,Comments update:  14-00028775-Broken Parking Meter  Meter Found Working,,2/6/2014 4:55:48 PM,2/10/2014 2:36:06 PM,400 - 499 BLOCK 8TH STREET NW,38.89546535313370,-77.02296251887950,,0,455286,391314,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028776,UNKNOWN,FESPEDNU,FEMS - Community Events,FEMSPEEV,fem,2/6/2014 4:56:23 PM,OPEN,1,FEMS,N,2/6/2014 4:57:00 PM,Validated,,,REQUEST FOR BLOOD PRESSURE AND BLOOD SUGAR TESTING.,,2/6/2014 4:56:23 PM,2/6/2014 5:06:46 PM,3531 GEORGIA AVENUE NW,38.93365909013620,-77.02363737778840,20010,228763,71760,71760,1,1A,1A09,FOURTH,409,2,NONE,NONE,NONE,PHONE
14-00028777,UNKNOWN,S0261,Parking Enforcement,PARKENFO,Parking Enforcement,2/6/2014 4:58:15 PM,CLOSED,1,DPW,Y,2/6/2014 5:30:00 PM,Vehicle Gone on Arrival - Close SR,2/6/2014 5:30:48 PM,2/10/2014 4:58:15 PM,GOA @ 5:23PM BDG 390,,2/6/2014 4:58:15 PM,10/30/2014 12:31:17 PM,7035 BLAIR ROAD NW,38.97571947325170,-77.01879661164970,20012,307022,416021,357321,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,PHONE
14-00028778,UNKNOWN,S0000,Abandoned Vehicle - On Public Property,ABAVEHOP,Abandoned Vehicle Operations - Public,2/6/2014 4:59:56 PM,CLOSED,1,DPW,Y,2/14/2014 1:00:00 PM,Vehicle Gone on Arrival - Close SR,2/14/2014 1:08:42 PM,2/27/2014 4:59:56 PM,PER AVI L.SHABAZZ THIS VEHICLE WAS GOA FROM THIS LOCATION ON 2/10/14...MP,,2/6/2014 4:59:56 PM,8/28/2014 5:28:05 PM,4218 GORMAN STREET SE,38.87937187930510,-76.94329388118950,20019,25129,14185,14185,7,7E,7E01,SIXTH,605,33,NONE,NONE,NONE,PHONE
14-00028779,UNKNOWN,S0031,Bulk Collection,SWMCOLBU,Bulk Collection,2/6/2014 5:00:12 PM,CLOSED,1,DPW,N,,UNKNOWN,2/19/2014 2:13:02 PM,3/3/2014 5:00:12 PM,,,2/6/2014 5:00:12 PM,11/4/2014 12:35:55 PM,5821 3RD STREET NE,38.961084815890,-77.00252522267910,20011,6264,3308,3308,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,PHONE
14-00028780,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:00:59 PM,CLOSED,1,DDOT,N,2/11/2014 3:52:23 PM,UNKNOWN,2/11/2014 3:48:22 PM,2/13/2014 5:00:59 PM,Comments update:  14-00028780-Broken Parking Meter  Meter Found Working,,2/6/2014 5:00:59 PM,2/12/2014 10:07:20 AM,400 - 499 BLOCK F STREET NW,38.89732962567710,-77.017555192507,,0,454929,390957,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028781,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:04:05 PM,CLOSED,1,DDOT,N,2/10/2014 7:38:08 PM,UNKNOWN,2/10/2014 7:33:19 PM,2/13/2014 5:04:05 PM,Comments update:  14-00028781-Broken Parking Meter  Meter Found Working,,2/6/2014 5:04:05 PM,2/10/2014 8:37:22 PM,700 - 799 BLOCK D STREET NW,38.89479504801580,-77.022435140138,,0,456634,392656,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028782,UNKNOWN,S0011,Alley Cleaning,STRALLCL,Street Cleaning,2/6/2014 5:04:41 PM,CLOSED,1,DPW,N,,UNKNOWN,2/24/2014 12:35:50 PM,3/24/2014 5:04:41 PM,,,2/6/2014 5:04:41 PM,1/3/2015 12:01:17 PM,3469 HOLMEAD PLACE NW,38.93376989406390,-77.03061608219050,20010,218181,61283,61283,1,1A,1A04,FOURTH,409,2,NONE,NONE,NONE,PHONE
14-00028783,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:07:00 PM,CLOSED,1,DDOT,N,2/10/2014 11:23:33 PM,UNKNOWN,2/10/2014 11:18:39 PM,2/13/2014 5:07:00 PM,Comments update:  14-00028783-  Meter Found Working,,2/6/2014 5:07:00 PM,8/28/2014 5:28:05 PM,700 4TH STREET SE,38.88111525616210,-77.000355089617,20003,253,1421,1421,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,PHONE
14-00028784,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:08:29 PM,CLOSED,1,DDOT,N,2/11/2014 4:37:28 PM,UNKNOWN,2/11/2014 4:33:16 PM,2/13/2014 5:08:29 PM,Comments update:  14-00028784-Broken Parking Meter  Meter Found Working,,2/6/2014 5:08:29 PM,2/12/2014 10:07:20 AM,400 - 499 BLOCK 5TH STREET NW,38.89546547670690,-77.01892937073720,,0,455157,391185,2,6C,6C09,FIRST,102,8,NONE,NONE,NONE,OPEN311
14-00028785,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 5:09:14 PM,CLOSED,1,DDOT,N,2/8/2014 2:12:03 PM,UNKNOWN,2/8/2014 2:13:04 PM,2/11/2014 5:09:14 PM,"POTHOLE STREET REPAIR ( WO # 405457 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 08, 2014",,2/6/2014 5:09:14 PM,2/9/2014 7:06:09 AM,5486 - 5499 BLOCK 41ST STREET NW,38.96297057082990,-77.08028462408180,,0,477181,410530,3,3G,3G06,SECOND,202,10,NONE,NONE,NONE,WEB
14-00028786,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:09:17 PM,CLOSED,1,DDOT,N,2/10/2014 12:07:18 PM,UNKNOWN,2/10/2014 12:03:07 PM,2/13/2014 5:09:17 PM,Comments update:  14-00028786-Broken Parking Meter  Meter Found Working,,2/6/2014 5:09:17 PM,2/10/2014 2:36:06 PM,3100 - 3145 BLOCK MOUNT PLEASANT STREET NW,38.92932637657560,-77.03758735777560,,0,457654,393676,1,1D,1D06,FOURTH,408,2,NONE,NONE,NONE,OPEN311
14-00028787,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 5:10:40 PM,CLOSED,1,DDOT,N,2/6/2014 5:44:12 PM,UNKNOWN,2/6/2014 6:08:35 PM,2/11/2014 5:10:40 PM,"POTHOLE STREET REPAIR ( WO # 405173 )Projected Start:  FEB 05, 2014    Finish: FEB 07, 2014   Actual Start:  N/A             Finish: N/A",,2/6/2014 5:10:40 PM,5/29/2014 11:14:33 AM,7TH STREET NE & MARYLAND AVENUE NE,38.89493997761710,-76.99616621381030,,0,206834,206834,6,6C,6C06,FIRST,107,25,NONE,NONE,NONE,PHONE
14-00028788,UNKNOWN,S0276,Parking Meter Repair,TRAOP001,TOA,2/6/2014 5:12:17 PM,CLOSED,1,DDOT,N,2/12/2014 12:06:56 AM,UNKNOWN,2/12/2014 12:03:09 AM,2/13/2014 5:12:17 PM,Comments update:  14-00028788-Broken Parking Meter  Meter Found Working,,2/6/2014 5:12:17 PM,2/12/2014 10:36:13 AM,3300 - 3499 BLOCK VAN NESS STREET NW,38.94315690082950,-77.06630878598940,,0,475168,408938,3,3F,3F01,SECOND,203,12,NONE,NONE,NONE,OPEN311
14-00028789,UNKNOWN,S0301,Pothole,STRBRIMA,Street & Bridge Maintenance,2/6/2014 5:14:57 PM,CLOSED,1,DDOT,N,2/7/2014 12:39:59 PM,UNKNOWN,2/7/2014 12:40:01 PM,2/11/2014 5:14:57 PM,"POTHOLE STREET REPAIR ( WO # 405486 )Projected Start:  FEB 07, 2014    Finish: FEB 09, 2014   Actual Start:  N/A    Finish: FEB 07, 2014",,2/6/2014 5:14:57 PM,8/28/2014 5:28:05 PM,LIVINGSTON ROAD SE & SOUTH CAPITOL STREET SE,38.82196527039470,-77.00218760620490,,0,380302,339899,8,8D,8D03,SEVENTH,708,39,NONE,NONE,NONE,PHONE
